,downloads,run_time,views,is_good
71,10412.0,100.0,27924.0,0
72,2178.0,97.0,13152.0,0
73,33335.0,144.0,115744.0,0
74,1357.0,95.0,13676.0,1
75,44977.0,115.0,105866.0,1
76,4402.0,96.0,16014.0,0
77,4772.0,94.0,27145.0,0
78,13121.0,93.0,74319.0,0
79,1168.0,105.0,11004.0,0
80,7054.0,116.0,19562.0,0
81,13228.0,175.0,60117.0,1
82,7633.0,79.0,27535.0,0
83,2100.0,98.0,15144.0,0
84,792.0,103.0,10846.0,0
85,2229.0,100.0,13823.0,0
86,395.0,109.0,2519.0,0
87,11920.0,93.0,42343.0,0
88,10345.0,130.0,41391.0,0
89,13715.0,101.0,49574.0,0
90,1011.0,97.0,12643.0,0
91,8243.0,99.0,58506.0,0
92,93724.0,100.0,251291.0,0
93,2394.0,120.0,24595.0,0
94,1102.0,117.0,9598.0,1
95,2396.0,97.0,13024.0,0
96,3111.0,86.0,11190.0,0
97,79813.0,163.0,199066.0,1
98,1326.0,91.0,9126.0,1
99,27691.0,112.0,103953.0,0
100,44326.0,135.0,110709.0,0
101,3360.0,100.0,14897.0,0
102,18983.0,135.0,51461.0,0
103,411.0,88.0,4772.0,0
104,468.0,95.0,5879.0,1
105,54558.0,100.0,143403.0,0
106,3935.0,101.0,46450.0,0
107,766.0,88.0,7782.0,0
108,3320.0,90.0,13067.0,0
109,9379.0,108.0,65425.0,1
110,1600.0,90.0,15416.0,0
111,21268.0,86.0,50899.0,0
112,23367.0,93.0,87020.0,0
113,1003.0,95.0,12697.0,0
114,763.0,90.0,6890.0,0
115,12648.0,89.0,39016.0,0
116,27503.0,123.0,102421.0,1
117,761.0,88.0,7513.0,0
118,64229.0,104.0,132207.0,0
119,7086.0,77.0,16233.0,1
120,2656.0,101.0,12362.0,0
121,787.0,86.0,6710.0,0
122,14574.0,96.0,41126.0,0
123,49222.0,93.0,109860.0,0
124,764.0,88.0,7610.0,0
125,503.0,113.0,6934.0,0
126,766.0,88.0,7829.0,0
127,562.0,83.0,7600.0,0
128,372.0,83.0,4399.0,0
129,66280.0,103.0,295022.0,0
130,17945.0,83.0,47965.0,0
131,1882.0,82.0,13671.0,0
132,2039.0,88.0,16274.0,0
133,37578.0,169.0,88025.0,0
134,3207.0,109.0,30485.0,0
135,15539.0,149.0,53710.0,0
136,3470.0,105.0,21439.0,0
137,5567.0,88.0,21884.0,0
138,52985.0,100.0,117002.0,0
139,2718.0,109.0,14858.0,0
140,1198.0,87.0,10879.0,0
141,22505.0,90.0,51692.0,0
142,877.0,98.0,9482.0,0
143,649.0,111.0,11161.0,0
144,765.0,88.0,7759.0,0
145,763.0,88.0,7586.0,0
146,11586.0,133.0,38686.0,1
147,3072.0,91.0,19071.0,0
148,284.0,110.0,3224.0,0
149,578.0,90.0,4580.0,0
150,2172.0,100.0,11937.0,0
151,6738.0,92.0,35139.0,0
152,16072.0,169.0,59391.0,0
153,17209.0,113.0,49329.0,0
154,4109.0,105.0,20911.0,0
155,6614.0,99.0,27197.0,0
156,5356.0,118.0,24853.0,0
157,18650.0,80.0,64278.0,0
158,867.0,105.0,15682.0,0
159,435.0,105.0,4245.0,0
160,4097.0,108.0,19728.0,0
161,3090.0,229.0,17238.0,1
162,24329.0,94.0,70525.0,0
163,18715.0,99.0,59149.0,0
164,17674.0,102.0,44388.0,0
165,1187.0,103.0,13477.0,0
166,2515.0,97.0,19823.0,1
167,860.0,92.0,8980.0,0
168,0.0,131.0,241807.0,0
169,18606.0,98.0,63060.0,0
170,6280.0,93.0,30442.0,0
171,5013.0,112.0,28338.0,0
172,374.0,105.0,3524.0,0
173,283.0,110.0,3104.0,0
174,17702.0,92.0,55870.0,0
175,284.0,110.0,3209.0,0
176,4581.0,80.0,13859.0,0
177,925.0,96.0,9033.0,0
178,12002.0,97.0,50755.0,0
179,2991.0,103.0,15269.0,0
180,4436.0,92.0,25679.0,0
181,257.0,104.0,3566.0,1
182,3963.0,128.0,33689.0,0
183,7716.0,108.0,18214.0,0
184,3573.0,106.0,23139.0,1
185,2197.0,105.0,20914.0,0
186,1416.0,71.0,16707.0,0
187,766.0,88.0,7797.0,0
188,55961.0,140.0,152490.0,1
189,2507.0,96.0,11981.0,0
190,764.0,88.0,7682.0,0
191,1527.0,83.0,13574.0,1
192,13203.0,93.0,44148.0,0
193,6126.0,93.0,28014.0,0
194,12908.0,155.0,48999.0,1
195,424.0,119.0,5437.0,0
196,15422.0,153.0,53865.0,1
197,2307.0,87.0,14275.0,0
198,472.0,95.0,6020.0,1
199,12920.0,120.0,66331.0,0
200,59338.0,134.0,201399.0,0
201,966.0,117.0,12173.0,0
202,653.0,116.0,5342.0,0
203,761.0,88.0,7518.0,0
204,283.0,110.0,3114.0,0
205,533.0,101.0,6964.0,0
206,308.0,144.0,5303.0,0
207,12360.0,115.0,45951.0,0
208,5728.0,94.0,16129.0,0
209,18078.0,135.0,44649.0,0
210,166362.0,140.0,331905.0,0
211,765.0,88.0,7755.0,0
212,468.0,95.0,5880.0,1
213,3237.0,109.0,19124.0,0
214,658.0,107.0,4512.0,0
215,2541.0,99.0,12809.0,0
216,4815.0,96.0,31365.0,0
217,1366.0,85.0,13292.0,1
218,9562.0,87.0,26065.0,0
219,33758.0,119.0,55017.0,0
220,2136.0,116.0,10794.0,1
221,21226.0,107.0,53003.0,1
222,1404.0,108.0,15501.0,0
223,337703.0,181.0,991133.0,1
224,26550.0,98.0,80165.0,0
225,380.0,89.0,4744.0,0
226,51307.0,135.0,213993.0,0
227,19851.0,85.0,72118.0,0
228,11618.0,90.0,21515.0,0
229,679.0,107.0,7191.0,0
230,10091.0,107.0,47821.0,1
231,19332.0,88.0,78570.0,0
232,3780.0,98.0,19974.0,0
233,4256.0,91.0,49795.0,0
234,2321.0,111.0,6493.0,0
235,2716.0,109.0,14757.0,0
236,472.0,95.0,5986.0,1
237,763.0,88.0,7573.0,0
238,2716.0,109.0,14739.0,0
239,4217.0,89.0,20093.0,0
240,2696.0,93.0,14282.0,0
241,150.0,90.0,3110.0,0
242,2617.0,92.0,16673.0,0
243,1435.0,87.0,10134.0,0
244,10470.0,104.0,33054.0,0
245,6638.0,95.0,16341.0,1
246,2084.0,60.0,14787.0,0
247,49506.0,155.0,157765.0,0
248,8696.0,87.0,61157.0,0
249,972.0,85.0,11669.0,0
250,4528.0,84.0,24518.0,0
251,6331.0,92.0,21516.0,0
252,11695.0,150.0,40369.0,0
253,5191.0,92.0,14180.0,0
254,95503.0,157.0,176450.0,0
255,7282.0,99.0,39903.0,0
256,10139.0,98.0,36274.0,0
257,44656.0,111.0,122661.0,1
258,9431.0,94.0,33025.0,0
259,1873.0,86.0,17317.0,0
260,17840.0,119.0,77251.0,0
261,760.0,88.0,7437.0,0
262,1993.0,85.0,15314.0,0
263,3386.0,96.0,12166.0,0
264,2614.0,82.0,12782.0,0
265,2718.0,109.0,14873.0,0
266,943.0,103.0,7118.0,0
267,472.0,95.0,5988.0,1
268,643.0,109.0,9567.0,0
269,3261.0,102.0,40874.0,0
270,79937.0,155.0,193039.0,0
271,374.0,105.0,3507.0,0
272,443.0,105.0,4321.0,0
273,764.0,88.0,7639.0,0
274,23728.0,111.0,68129.0,1
275,63448.0,132.0,271337.0,0
276,337.0,108.0,4685.0,0
277,16171.0,130.0,41409.0,0
278,402.0,98.0,5129.0,0
279,2142.0,89.0,16595.0,0
280,19798.0,101.0,62102.0,0
281,28975.0,165.0,71407.0,1
282,765.0,88.0,7695.0,0
283,9705.0,167.0,30345.0,0
284,2010.0,87.0,12168.0,0
285,258.0,111.0,2950.0,0
286,761.0,88.0,7467.0,0
287,766.0,88.0,7875.0,0
288,577.0,100.0,11675.0,1
289,468.0,95.0,5814.0,1
290,1379.0,99.0,11027.0,0
291,6903.0,101.0,32265.0,0
292,18160.0,130.0,116529.0,0
293,2716.0,109.0,14772.0,0
294,1889.0,113.0,11430.0,0
295,11378.0,65.0,45907.0,1
296,2712.0,109.0,14648.0,0
297,115257.0,130.0,226174.0,1
298,765.0,88.0,7694.0,0
299,1274.0,88.0,17439.0,0
300,98822.0,144.0,268527.0,1
301,4412.0,65.0,12273.0,0
302,7251.0,85.0,28642.0,0
303,1093.0,104.0,13792.0,1
304,15259.0,136.0,49068.0,0
305,10414.0,95.0,46084.0,0
306,2925.0,109.0,20222.0,0
307,820.0,92.0,8057.0,0
308,58522.0,123.0,144174.0,0
309,1010.0,86.0,8405.0,0
310,757.0,105.0,7662.0,0
311,19469.0,116.0,44539.0,1
312,37535.0,162.0,259659.0,0
313,2980.0,100.0,13619.0,0
314,3931.0,89.0,13662.0,0
315,284.0,110.0,3155.0,0
316,4077.0,94.0,22702.0,0
317,472.0,95.0,5962.0,1
318,11863.0,108.0,50129.0,0
319,3050.0,108.0,21882.0,0
320,2828.0,101.0,10514.0,0
321,8484.0,95.0,31275.0,0
322,58097.0,90.0,138164.0,0
323,2013.0,106.0,7184.0,1
324,12316.0,145.0,29321.0,0
325,4654.0,108.0,24713.0,0
326,226.0,127.0,3960.0,0
327,1953.0,99.0,11334.0,0
328,764.0,88.0,7665.0,0
329,1734.0,112.0,11706.0,1
330,89770.0,132.0,269974.0,0
331,284.0,110.0,3204.0,0
332,21011.0,120.0,71481.0,0
333,13106.0,101.0,42147.0,0
334,141955.0,95.0,357247.0,1
335,29734.0,124.0,57910.0,1
336,3715.0,80.0,22083.0,0
337,43626.0,100.0,163267.0,0
338,459.0,106.0,5788.0,0
339,28775.0,99.0,83858.0,0
340,1793.0,88.0,15007.0,0
341,1794.0,109.0,6672.0,0
342,2544.0,92.0,18418.0,0
343,232741.0,180.0,447873.0,0
344,2654.0,109.0,17734.0,1
345,381.0,105.0,3704.0,0
346,1052.0,87.0,12463.0,0
347,8653.0,135.0,48164.0,1
348,13092.0,138.0,32756.0,0
349,71788.0,97.0,206981.0,0
350,72553.0,107.0,208122.0,0
351,856.0,90.0,7882.0,0
352,3671.0,90.0,12664.0,0
353,2555.0,93.0,10894.0,0
354,5688.0,113.0,27935.0,0
355,2491.0,95.0,17618.0,0
356,26124.0,151.0,89002.0,0
357,2451.0,96.0,18178.0,0
358,39345.0,93.0,97371.0,0
359,1224.0,93.0,13082.0,0
360,766.0,107.0,8518.0,1
361,1542.0,100.0,5698.0,0
362,3490.0,103.0,23373.0,0
363,4132.0,102.0,13376.0,0
364,472.0,95.0,5970.0,1
365,7324.0,83.0,102633.0,0
366,965.0,82.0,17037.0,0
367,1374.0,101.0,15950.0,0
368,1600.0,105.0,15985.0,1
369,42182.0,124.0,156715.0,1
370,10325.0,61.0,50537.0,0
371,108515.0,132.0,301814.0,1
372,10617.0,99.0,33409.0,0
373,831.0,80.0,7436.0,0
374,32066.0,132.0,86920.0,0
375,31684.0,151.0,68719.0,0
376,1490.0,110.0,15423.0,0
377,764.0,88.0,7646.0,0
378,5152.0,95.0,29124.0,0
379,310.0,96.0,4909.0,0
380,472.0,95.0,6054.0,1
381,7366.0,94.0,21248.0,0
382,127654.0,140.0,368109.0,1
383,4165.0,96.0,11028.0,0
384,46748.0,165.0,166560.0,1
385,283.0,110.0,3145.0,0
386,764.0,88.0,7662.0,0
387,2532.0,99.0,7897.0,0
388,30074.0,125.0,95817.0,0
389,1760.0,100.0,19640.0,0
390,47351.0,95.0,84704.0,1
391,6411.0,90.0,46950.0,0
392,1393.0,124.0,10776.0,1
393,1993.0,100.0,6889.0,0
394,19665.0,118.0,49941.0,0
395,17045.0,108.0,66528.0,0
396,284.0,110.0,3190.0,0
397,688.0,87.0,6064.0,0
398,1516.0,101.0,8386.0,0
399,6172.0,45.0,20490.0,0
400,7674.0,90.0,43464.0,0
401,468.0,95.0,5881.0,1
402,284.0,110.0,3249.0,0
403,15073.0,103.0,70523.0,0
404,8872.0,100.0,30162.0,0
405,766.0,88.0,7866.0,0
406,15544.0,144.0,32434.0,0
407,40446.0,90.0,163902.0,0
408,5072.0,107.0,14966.0,0
409,1142.0,102.0,6854.0,0
410,4244.0,101.0,21974.0,0
411,669.0,92.0,5198.0,0
412,549.0,89.0,5638.0,0
413,1114.0,101.0,15202.0,0
414,26646.0,87.0,69597.0,0
415,12972.0,164.0,33782.0,1
416,605.0,151.0,13852.0,1
417,7334.0,93.0,21802.0,0
418,46956.0,242.0,174081.0,1
419,4983.0,118.0,26464.0,0
420,4249.0,91.0,29266.0,0
421,5030.0,104.0,21144.0,1
422,139.0,84.0,2226.0,0
423,1528.0,90.0,11106.0,0
424,2715.0,109.0,14702.0,0
425,2716.0,109.0,14782.0,0
426,88828.0,107.0,280701.0,0
427,13556.0,170.0,28910.0,0
428,118595.0,147.0,250997.0,0
429,5641.0,90.0,23127.0,0
430,3979.0,100.0,15523.0,0
431,36524.0,89.0,144257.0,0
432,212.0,90.0,2426.0,0
433,9870.0,118.0,49095.0,1
434,234.0,87.0,4096.0,1
435,6091.0,101.0,28291.0,0
436,9793.0,170.0,26168.0,0
437,1267.0,92.0,7141.0,0
438,283.0,110.0,3065.0,0
439,66085.0,132.0,202908.0,1
440,8377.0,105.0,25399.0,1
441,2449.0,114.0,26612.0,0
442,429.0,97.0,4273.0,1
443,18640.0,88.0,57678.0,0
444,1994.0,92.0,19043.0,0
445,7258.0,133.0,30963.0,0
446,424.0,83.0,7012.0,0
447,1326.0,90.0,12174.0,0
448,2442.0,100.0,13982.0,0
449,1327.0,98.0,13902.0,0
450,1231.0,119.0,7353.0,0
451,22308.0,86.0,50981.0,0
452,2104.0,102.0,19617.0,0
453,291.0,93.0,3968.0,0
454,2371.0,84.0,11232.0,0
455,12826.0,99.0,55879.0,1
456,764.0,88.0,7661.0,0
457,7911.0,140.0,41258.0,0
458,754.0,130.0,10795.0,0
459,5515.0,85.0,22083.0,0
460,14964.0,95.0,48141.0,0
461,760.0,88.0,7449.0,0
462,16514.0,96.0,44017.0,0
463,413.0,88.0,7906.0,0
464,2276.0,100.0,11945.0,0
465,432.0,105.0,4203.0,0
466,11745.0,100.0,47096.0,0
467,2718.0,109.0,14877.0,0
468,18948.0,104.0,46368.0,1
469,27877.0,101.0,80678.0,0
470,2040.0,119.0,8407.0,1
471,1832.0,168.0,5019.0,1
472,806.0,102.0,7161.0,0
473,3375.0,99.0,10112.0,1
474,1789.0,80.0,12060.0,0
475,960.0,91.0,10175.0,0
476,7501.0,93.0,27204.0,0
477,359.0,85.0,6665.0,0
478,376.0,105.0,3615.0,0
479,1456.0,90.0,11799.0,0
480,38642.0,107.0,130341.0,0
481,45420.0,121.0,111448.0,1
482,94149.0,128.0,256575.0,0
483,376.0,105.0,3624.0,0
484,10887.0,96.0,42919.0,0
485,7284.0,91.0,21593.0,0
486,8618.0,125.0,37805.0,1
487,7687.0,52.0,20091.0,0
488,13411.0,104.0,41407.0,0
489,6766.0,101.0,46735.0,0
490,12148.0,139.0,37909.0,0
491,37068.0,90.0,156351.0,0
492,70761.0,123.0,168928.0,1
493,13435.0,157.0,44099.0,1
494,9173.0,88.0,43657.0,0
495,6072.0,90.0,16127.0,0
496,1329.0,84.0,10031.0,0
497,3965.0,105.0,13521.0,0
498,1620.0,118.0,17655.0,0
499,18190.0,115.0,69621.0,0
500,4355.0,98.0,25677.0,0
501,765.0,88.0,7703.0,0
502,39936.0,121.0,152939.0,0
503,10956.0,86.0,46684.0,0
504,30027.0,165.0,85272.0,1
505,76427.0,100.0,153067.0,1
506,5997.0,96.0,42089.0,0
507,22461.0,107.0,80064.0,0
508,5403.0,88.0,37380.0,0
509,759.0,93.0,6219.0,0
510,13112.0,126.0,35335.0,1
511,1756.0,92.0,8359.0,1
512,2974.0,87.0,12629.0,0
513,436.0,88.0,5239.0,0
514,4423.0,107.0,21259.0,0
515,39650.0,160.0,87745.0,0
516,492.0,52.0,5169.0,0
517,26978.0,157.0,89174.0,1
518,18700.0,86.0,44089.0,0
519,283.0,110.0,3048.0,0
520,120.0,87.0,1914.0,0
521,1630.0,100.0,12898.0,0
522,423.0,83.0,12549.0,0
523,2673.0,100.0,7771.0,0
524,7048.0,106.0,23729.0,0
525,91857.0,103.0,178911.0,1
526,468.0,95.0,5817.0,1
527,877.0,97.0,9429.0,0
528,766.0,88.0,7774.0,0
529,468.0,95.0,5838.0,1
530,381.0,105.0,3692.0,0
531,2284.0,115.0,10455.0,1
532,9551.0,87.0,25581.0,0
533,4481.0,82.0,11705.0,0
534,2041.0,100.0,8738.0,1
535,97507.0,177.0,187519.0,1
536,393.0,83.0,3925.0,0
537,2950.0,120.0,19781.0,1
538,1732.0,90.0,12895.0,0
539,4978.0,94.0,32354.0,0
540,472.0,95.0,5943.0,1
541,11805.0,95.0,50413.0,0
542,20364.0,22.0,93375.0,1
543,17336.0,101.0,46564.0,0
544,7641.0,210.0,18227.0,0
545,11114.0,77.0,28591.0,0
546,10752.0,176.0,23360.0,1
547,2716.0,109.0,14729.0,0
548,51790.0,132.0,130540.0,1
549,3408.0,92.0,25411.0,0
550,2962.0,92.0,25262.0,0
551,797.0,101.0,7071.0,0
552,9184.0,86.0,32902.0,0
553,13583.0,123.0,53217.0,0
554,468.0,95.0,5850.0,1
555,9575.0,109.0,41809.0,0
556,6772.0,85.0,19265.0,0
557,10937.0,174.0,42257.0,1
558,5725.0,114.0,31248.0,1
559,7565.0,116.0,41866.0,1
560,96377.0,131.0,266091.0,0
561,23310.0,134.0,94438.0,0
562,138319.0,210.0,248134.0,1
563,3645.0,95.0,22789.0,0
564,1332.0,85.0,12203.0,0
565,1286.0,123.0,13057.0,0
566,4016.0,90.0,26542.0,0
567,2712.0,109.0,14657.0,0
568,17366.0,95.0,56799.0,1
569,439.0,119.0,5139.0,0
570,1768.0,87.0,13313.0,0
571,2546.0,100.0,12621.0,0
572,10027.0,88.0,30353.0,0
573,6832.0,90.0,36941.0,0
574,1316.0,108.0,11252.0,0
575,1806.0,99.0,12617.0,0
576,34742.0,143.0,71482.0,0
577,468.0,95.0,5876.0,1
578,1137.0,91.0,10499.0,1
579,2131.0,106.0,18720.0,0
580,435.0,105.0,4236.0,0
581,27908.0,124.0,95609.0,1
582,3069.0,146.0,12574.0,1
583,4478.0,138.0,14574.0,1
584,18320.0,138.0,63646.0,1
585,36516.0,119.0,87447.0,1
586,9517.0,96.0,31563.0,0
587,2075.0,85.0,15145.0,0
588,761.0,88.0,7493.0,0
589,31167.0,166.0,86280.0,0
590,33213.0,119.0,80606.0,1
591,2695.0,96.0,12594.0,0
592,2256.0,92.0,8257.0,0
593,42403.0,121.0,168147.0,0
594,20520.0,136.0,70255.0,0
595,1439.0,96.0,17012.0,0
596,5592.0,106.0,21304.0,0
597,875.0,113.0,11277.0,0
598,4428.0,102.0,31843.0,0
599,9826.0,106.0,52275.0,0
600,39704.0,115.0,132774.0,0
601,660.0,97.0,8094.0,0
602,49897.0,140.0,114532.0,0
603,1990.0,105.0,15333.0,0
604,2702.0,90.0,16220.0,0
605,43257.0,150.0,115031.0,0
606,50731.0,92.0,107997.0,0
607,11120.0,108.0,68341.0,0
608,45029.0,116.0,164709.0,0
609,468.0,95.0,5833.0,1
610,25323.0,137.0,99587.0,0
611,4067.0,78.0,22227.0,0
612,12921.0,117.0,45263.0,0
613,3134.0,90.0,15040.0,0
614,2718.0,109.0,14849.0,0
615,2653.0,123.0,13944.0,0
616,14068.0,94.0,63328.0,0
617,3456.0,95.0,13627.0,0
618,6842.0,98.0,41877.0,0
619,154552.0,146.0,303696.0,0
620,764.0,88.0,7631.0,0
621,1328.0,110.0,9031.0,0
622,6708.0,101.0,20230.0,0
623,2586.0,94.0,27553.0,0
624,31570.0,144.0,83860.0,1
625,2019.0,87.0,15261.0,0
626,762.0,88.0,7556.0,0
627,283.0,110.0,3076.0,0
628,8520.0,156.0,41305.0,0
629,1921.0,83.0,15894.0,0
630,1191.0,100.0,11437.0,0
631,2727.0,120.0,16275.0,1
632,28735.0,117.0,76295.0,0
633,765.0,88.0,7750.0,0
634,33672.0,109.0,98015.0,0
635,765.0,88.0,7710.0,0
636,19282.0,145.0,50965.0,1
637,2727.0,98.0,14097.0,0
638,135359.0,129.0,385357.0,0
639,1775.0,100.0,14219.0,0
640,155768.0,145.0,427452.0,0
641,2748.0,113.0,24447.0,1
642,7231.0,87.0,32678.0,0
643,1361.0,90.0,12010.0,0
644,21027.0,101.0,70333.0,0
645,1754.0,97.0,17457.0,0
646,158551.0,146.0,278739.0,0
647,1050.0,109.0,10048.0,1
648,28038.0,137.0,97735.0,1
649,8007.0,113.0,26480.0,1
650,6252.0,101.0,29632.0,0
651,558.0,100.0,6415.0,0
652,3288.0,100.0,11797.0,0
653,102341.0,132.0,290901.0,1
654,87039.0,83.0,192403.0,0
655,25407.0,92.0,59204.0,0
656,648.0,85.0,6998.0,0
657,1100.0,77.0,14671.0,0
658,16566.0,87.0,56291.0,0
659,15146.0,111.0,44659.0,1
660,1747.0,137.0,16749.0,1
661,25224.0,163.0,51187.0,0
662,7437.0,135.0,31466.0,1
663,17821.0,104.0,43635.0,0
664,8421.0,104.0,26024.0,0
665,54969.0,104.0,166444.0,0
666,5779.0,97.0,31654.0,0
667,5883.0,108.0,33276.0,0
668,388.0,102.0,3268.0,0
669,761.0,88.0,7541.0,0
670,4801.0,89.0,26450.0,0
671,764.0,88.0,7621.0,0
672,39355.0,152.0,143212.0,1
673,761.0,88.0,7471.0,0
674,2716.0,109.0,14745.0,0
675,1372.0,118.0,10460.0,1
676,4490.0,100.0,21735.0,0
677,11257.0,75.0,36175.0,1
678,8593.0,111.0,42973.0,0
679,7749.0,170.0,19932.0,1
680,740.0,97.0,6631.0,0
681,261.0,102.0,3816.0,0
682,128420.0,152.0,318346.0,1
683,5748.0,105.0,32313.0,0
684,91286.0,145.0,218534.0,0
685,899.0,99.0,9038.0,0
686,418.0,105.0,4069.0,0
687,1940.0,102.0,9125.0,0
688,1610.0,80.0,8537.0,0
689,2460.0,92.0,8724.0,0
690,13600.0,130.0,58047.0,0
691,6926.0,86.0,43360.0,0
692,284.0,110.0,3175.0,0
693,394.0,100.0,6244.0,0
694,4108.0,103.0,27871.0,0
695,14773.0,96.0,31084.0,0
696,3880.0,120.0,40283.0,1
697,12224.0,177.0,25517.0,1
698,32690.0,107.0,77265.0,1
699,167.0,98.0,2492.0,0
700,1396.0,88.0,9539.0,0
701,2924.0,55.0,33790.0,0
702,41020.0,141.0,103592.0,1
703,4953.0,102.0,30449.0,1
704,16207.0,100.0,75973.0,0
705,2716.0,109.0,14758.0,0
706,8268.0,80.0,37160.0,0
707,34642.0,93.0,76309.0,0
708,1532.0,114.0,12830.0,0
709,19630.0,94.0,81530.0,0
710,928.0,71.0,10921.0,0
711,2831.0,99.0,18803.0,0
712,32246.0,105.0,128175.0,1
713,2736.0,114.0,18025.0,0
714,10926.0,117.0,42905.0,1
715,4869.0,129.0,25325.0,0
716,198.0,91.0,5200.0,0
717,81173.0,102.0,216718.0,0
718,1418.0,95.0,10348.0,1
719,1465.0,94.0,14350.0,0
720,764.0,88.0,7623.0,0
721,15785.0,100.0,46192.0,0
722,175.0,88.0,2837.0,0
723,3382.0,121.0,21109.0,0
724,1837.0,98.0,22853.0,0
725,328.0,112.0,3509.0,0
726,22909.0,117.0,92519.0,0
727,1672.0,84.0,15141.0,0
728,1144.0,98.0,10643.0,0
729,765.0,88.0,7752.0,0
730,7420.0,86.0,27236.0,0
731,11673.0,124.0,27946.0,1
732,5941.0,117.0,27397.0,1
733,35265.0,161.0,67110.0,0
734,3756.0,94.0,20650.0,0
735,24507.0,127.0,38483.0,0
736,28505.0,112.0,120155.0,0
737,26052.0,131.0,109329.0,0
738,1152.0,108.0,12428.0,0
739,4182.0,100.0,30738.0,0
740,254.0,100.0,3225.0,0
741,2466.0,108.0,20569.0,0
742,5109.0,100.0,27693.0,0
743,2368.0,88.0,16524.0,0
744,18780.0,100.0,88724.0,0
745,1658.0,90.0,11103.0,0
746,18873.0,100.0,63638.0,0
747,1805.0,98.0,7202.0,1
748,1680.0,83.0,14230.0,0
749,283.0,110.0,3119.0,0
750,39476.0,102.0,106153.0,0
751,23298.0,118.0,68167.0,0
752,712.0,98.0,14233.0,0
753,9758.0,137.0,20540.0,0
754,3000.0,97.0,23088.0,0
755,31895.0,101.0,85541.0,1
756,1278.0,102.0,8065.0,0
757,1712.0,73.0,5440.0,0
758,5233.0,100.0,21919.0,0
759,30049.0,114.0,93238.0,0
760,37081.0,139.0,80559.0,0
761,8093.0,97.0,25798.0,0
762,1152.0,92.0,10089.0,0
763,49575.0,117.0,150674.0,0
764,357.0,86.0,4974.0,0
765,7112.0,88.0,24525.0,0
766,21334.0,134.0,70056.0,0
767,6945.0,146.0,28898.0,1
768,15925.0,141.0,64079.0,0
769,20881.0,159.0,51508.0,0
770,6540.0,99.0,33791.0,0
771,1981.0,94.0,10361.0,1
772,96881.0,137.0,225527.0,0
773,5291.0,100.0,18986.0,0
774,174039.0,130.0,418142.0,1
775,7196.0,109.0,25769.0,0
776,59381.0,94.0,122202.0,0
777,5266.0,98.0,27922.0,0
778,9134.0,168.0,37390.0,1
779,1559.0,100.0,8991.0,0
780,1888.0,89.0,12388.0,0
781,2712.0,109.0,14655.0,0
782,403.0,105.0,4220.0,0
783,34340.0,98.0,84600.0,0
784,3404.0,101.0,21026.0,0
